Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount (%),Revenue ($),Region
2023-01-08,8,Product_8,215,29.387295904552893,10,5686.441757530985,USA
2023-01-08,9,Product_9,251,44.4400734962793,15,9481.289680431188,USA
2023-01-08,10,Product_10,356,12.817644109677765,5,4334.92723789302,USA
2023-01-08,11,Product_11,121,14.647843282921093,0,1772.3890372334522,USA
2023-01-08,12,Product_12,218,28.136454396749173,5,5827.059705566754,USA
2023-01-08,13,Product_13,52,21.384930843883545,15,945.2139432996527,USA
2023-01-08,14,Product_14,110,21.17698997800291,15,1980.0485629432721,USA
2023-01-08,15,Product_15,356,33.41524751133976,15,10111.453896931409,USA
2023-01-08,16,Product_16,301,31.283145153381618,0,9416.226691167867,USA
2023-01-08,17,Product_17,476,43.491056861293025,10,18631.568759377933,USA
2023-01-08,18,Product_18,331,20.921309148872503,5,6578.705661862958,USA
2023-01-08,19,Product_19,266,22.78482790144992,15,5151.6495885178265,USA
2023-01-08,20,Product_20,225,18.098808404615404,0,4072.231891038466,USA
2023-01-08,21,Product_21,228,18.30242858012589,5,3964.306030455268,USA
2023-01-08,22,Product_22,287,38.71607709194634,0,11111.5141253886,USA
2023-01-08,23,Product_23,450,44.32554752797648,5,18949.171568209946,USA
2023-01-08,24,Product_24,199,25.556432960369023,0,5085.730159113436,USA
2023-01-08,25,Product_25,127,28.601995240248918,15,3087.5853861848705,USA
2023-01-08,26,Product_26,252,16.930403561216316,10,3839.8155276838606,USA
2023-01-08,27,Product_27,62,17.884396620925205,5,1053.3909609724944,USA
2023-01-08,28,Product_28,139,39.320371887209326,0,5465.531692322096,USA
2023-01-08,29,Product_29,405,14.489851613385879,5,5574.970408250217,USA
2023-01-08,30,Product_30,188,19.045462165257838,5,3401.5195427150497,USA
2023-01-08,31,Product_31,210,30.75495958008065,5,6135.614436226089,USA
2023-01-08,32,Product_32,236,49.16929123818655,0,11603.952732212027,USA
2023-01-08,33,Product_33,103,44.26427016483066,15,3875.336852930924,USA
2023-01-08,34,Product_34,260,14.70629076847336,5,3632.45381981292,USA
2023-01-08,35,Product_35,176,5.354230817614722,10,848.110161510172,USA
2023-01-08,36,Product_36,329,21.45276880655216,5,6705.062890487878,USA
2023-01-08,37,Product_37,272,39.15513589384987,0,10650.196963127164,USA
2023-01-08,38,Product_38,78,26.25623962258788,10,1843.1880215056692,USA
2023-01-08,39,Product_39,252,40.80917929571356,0,10283.913182519818,USA
2023-01-08,40,Product_40,227,8.200067494450465,15,1582.2030230542173,USA
2023-01-08,41,Product_41,292,20.762103641656324,10,5456.280837027282,USA
2023-01-08,42,Product_42,435,49.20564198455369,0,21404.454263280855,USA
2023-01-08,43,Product_43,62,5.567180068856858,15,293.3903896287564,USA
2023-01-08,44,Product_44,339,41.5544309903508,10,12678.25689515603,USA
2023-01-08,45,Product_45,271,16.37379137913493,10,3993.567717371009,USA
2023-01-08,46,Product_46,475,35.00260539338237,15,14132.301927578132,USA
2023-01-08,47,Product_47,472,29.397062958985597,15,11794.10165914502,USA
2023-01-08,48,Product_48,347,27.025728798414832,15,7971.238709092454,USA
2023-01-08,49,Product_49,380,13.840107739721553,5,4996.27889403948,USA
2023-01-08,50,Product_50,245,20.227708628004866,10,4460.209752475073,USA
2023-01-15,1,Product_1,206,17.396145155397285,0,3583.6059020118405,USA
2023-01-15,2,Product_2,468,24.681221252872106,10,10395.730391709732,USA
2023-01-15,3,Product_3,316,40.02126568812893,10,11382.047961703867,USA
2023-01-15,4,Product_4,232,28.19621956008092,15,5560.294497247957,USA
2023-01-15,5,Product_5,477,25.632854109571532,0,12226.871410265621,USA
2023-01-15,6,Product_6,412,48.77437783720349,15,17080.78711858866,USA
2023-01-15,7,Product_7,161,22.34773905509792,10,3238.1873890836887,USA
2023-01-15,8,Product_8,171,25.832481318622094,0,4417.354305484378,USA
2023-01-15,9,Product_9,155,22.422182395600288,10,3127.8944441862404,USA
2023-01-15,10,Product_10,145,29.234878993994975,0,4239.057454129272,USA
2023-01-15,11,Product_11,319,16.523508448038168,10,4743.899275431759,USA
2023-01-15,12,Product_12,113,44.595358692454305,0,5039.275532247337,USA
2023-01-15,13,Product_13,439,32.66631260083645,5,13623.48567017884,USA
2023-01-15,14,Product_14,455,22.052474014002037,5,9532.18189255238,USA
2023-01-15,15,Product_15,385,31.24070031109509,5,11426.286138783029,USA
2023-01-15,16,Product_16,174,36.78738082598351,0,6401.004263721131,USA
2023-01-15,17,Product_17,499,11.752272105401794,0,5864.383780595495,USA
2023-01-15,18,Product_18,425,37.00419295786876,10,14154.103806384801,USA
2023-01-15,19,Product_19,157,30.418813496180924,10,4298.178347010365,USA
2023-01-15,20,Product_20,351,41.50065970648439,15,12381.721823429618,USA
2023-01-15,21,Product_21,229,46.999194823922075,0,10762.815614678155,USA
2023-01-15,22,Product_22,112,36.4941571331247,0,4087.3455989099666,USA
2023-01-15,23,Product_23,271,26.010847041836772,0,7048.939548337766,USA
2023-01-15,24,Product_24,383,12.036445504029604,10,4148.9627652390045,USA
2023-01-15,25,Product_25,195,44.452269411210864,0,8668.19253518612,USA
2023-01-15,26,Product_26,421,26.45190363206014,0,11136.25142909732,USA
2023-01-15,27,Product_27,454,39.36624751764019,0,17872.276373008644,USA
2023-01-15,28,Product_28,107,39.121610202951324,15,3558.110447958423,USA
2023-01-15,29,Product_29,264,20.52522841100256,5,5147.727285479441,USA
2023-01-15,30,Product_30,377,22.071476738704146,10,7488.852057442317,USA
2023-01-15,31,Product_31,169,25.57126328374407,0,4321.543494952748,USA
2023-01-15,32,Product_32,66,8.519379998319714,15,477.93721790573596,USA
2023-01-15,33,Product_33,272,22.13988518634229,10,5419.843893616592,USA
2023-01-15,34,Product_34,386,23.91627217243276,0,9231.681058559045,USA
2023-01-15,35,Product_35,479,32.103050187162324,5,14608.492987668216,USA
2023-01-15,36,Product_36,80,38.75332622085563,5,2945.2527927850274,USA
2023-01-15,37,Product_37,370,31.412531046196136,5,11041.504662737942,USA
2023-01-15,38,Product_38,499,5.040269448192546,0,2515.09445464808,USA
2023-01-15,39,Product_39,95,7.0681152255367605,5,637.8973991046926,USA
2023-01-15,40,Product_40,337,10.284863130987333,5,3292.6989313855943,USA
2023-01-15,41,Product_41,499,39.52326438335221,10,17749.898034563477,USA
2023-01-15,42,Product_42,366,32.27069042871304,0,11811.072696908972,USA
2023-01-15,43,Product_43,410,33.56798067156825,5,13074.728471575832,USA
2023-01-15,44,Product_44,236,32.211835667360106,15,6461.694234872438,USA
2023-01-15,45,Product_45,275,48.76645054686571,10,12069.696510349264,USA
2023-01-15,46,Product_46,225,47.6662917940243,5,10188.669870972693,USA
2023-01-15,47,Product_47,259,44.74879557502507,10,10430.944248538344,USA
2023-01-15,48,Product_48,470,6.221152181999173,15,2485.3502967086697,USA
2023-01-15,49,Product_49,391,5.586636377350213,15,1856.7186000123434,USA
2023-01-15,50,Product_50,370,21.682946348398264,0,8022.690148907358,USA
2023-01-22,1,Product_1,191,49.645568493590616,5,9008.188403162017,USA
2023-01-22,2,Product_2,214,47.70212184449427,5,9697.841370985685,USA
2023-01-22,3,Product_3,221,29.982572351887033,5,6294.841065278682,USA
2023-01-22,4,Product_4,155,39.26243436854482,5,5781.393460768224,USA
2023-01-22,5,Product_5,278,40.54775355669661,0,11272.275488761657,USA
2023-01-22,6,Product_6,84,42.30955714301623,0,3554.002800013363,USA
2023-01-22,7,Product_7,100,37.90243070037454,0,3790.243070037454,USA
2023-01-22,8,Product_8,485,13.416767566850348,0,6507.132269922419,USA
2023-01-22,9,Product_9,434,46.04411713037788,5,18983.9894928548,USA
2023-01-22,10,Product_10,357,38.70065983025135,0,13816.13555939973,USA
2023-01-22,11,Product_11,461,28.390048085801844,0,13087.81216755465,USA
2023-01-22,12,Product_12,214,46.98659097631541,0,10055.130468931498,USA
2023-01-22,13,Product_13,373,48.43650536476637,10,16260.13485095207,USA
2023-01-22,14,Product_14,484,45.91356719146063,10,19999.94986860025,USA
2023-01-22,15,Product_15,336,42.69885053982644,15,12194.791714174431,USA
2023-01-22,16,Product_16,412,23.27124084464281,5,9108.363666593195,USA
2023-01-22,17,Product_17,448,40.99985353416745,0,18367.934383307016,USA
2023-01-22,18,Product_18,291,48.6072198886332,10,12730.230888833035,USA
2023-01-22,19,Product_19,266,29.917007004120165,5,7560.027669941166,USA
2023-01-22,20,Product_20,330,43.72265604754707,5,13707.052670906005,USA
2023-01-22,21,Product_21,352,28.076941083292386,0,9883.08326131892,USA
2023-01-22,22,Product_22,165,38.84379969059085,0,6409.22694894749,USA
2023-01-22,23,Product_23,371,21.551119921574312,10,7195.918941813663,USA
2023-01-22,24,Product_24,400,12.833697363369042,0,5133.478945347617,USA
2023-01-22,25,Product_25,360,5.715861912653267,0,2057.7102885551762,USA
2023-01-22,26,Product_26,161,5.215576207046741,0,839.7077693345253,USA
2023-01-22,27,Product_27,303,25.85550414761423,10,7050.795981054401,USA
2023-01-22,28,Product_28,405,24.77771315935765,5,9533.225138062855,USA
2023-01-22,29,Product_29,465,13.958421636226706,0,6490.6660608454185,USA
2023-01-22,30,Product_30,62,41.183858944252044,0,2553.3992545436267,USA
2023-01-22,31,Product_31,120,41.44420153059343,15,4227.30855612053,USA
2023-01-22,32,Product_32,399,34.64902886968093,15,11751.218141152289,USA
2023-01-22,33,Product_33,181,33.5353993545523,0,6069.907283173966,USA
2023-01-22,34,Product_34,494,46.475060964906966,0,22958.68011666404,USA
2023-01-22,35,Product_35,239,7.033695654591351,10,1512.9479353025995,USA
2023-01-22,36,Product_36,75,26.392355363576982,10,1781.4839870414464,USA
2023-01-22,37,Product_37,79,40.248432618730654,10,2861.6635591917498,USA
2023-01-22,38,Product_38,94,22.3816852445788,10,1893.4905716913668,USA
2023-01-22,39,Product_39,352,29.602282591177804,15,8857.0029512804,USA
2023-01-22,40,Product_40,284,49.31740131468719,15,11905.220677365487,USA
2023-01-22,41,Product_41,315,13.161938581612153,15,3524.1090552266537,USA
2023-01-22,42,Product_42,237,23.93518692011492,10,5105.375370060513,USA
2023-01-22,43,Product_43,398,34.81053759699256,5,13161.864265422888,USA
2023-01-22,44,Product_44,372,9.833931181869815,15,3109.4890397072354,USA
2023-01-22,45,Product_45,310,17.881473023979435,5,5266.093805561944,USA
2023-01-22,46,Product_46,98,30.983999459881638,0,3036.4319470684004,USA
2023-01-22,47,Product_47,308,31.335224228195056,15,8203.561702941466,USA
2023-01-22,48,Product_48,375,41.62873498110565,10,14049.698056123158,USA
2023-01-22,49,Product_49,458,40.969203522713144,0,18763.89521340262,USA
2023-01-22,50,Product_50,236,43.12796917368486,5,9669.290688740146,USA
2023-01-29,1,Product_1,256,8.491300662856295,5,2065.0843212066507,USA
2023-01-29,2,Product_2,161,11.640715791569251,0,1874.1552424426495,USA
2023-01-29,3,Product_3,396,37.54038063209785,5,14122.69119379521,USA
2023-01-29,4,Product_4,452,32.24139474610493,15,12387.143861453515,USA
2023-01-29,5,Product_5,198,49.382368866425864,15,8311.052680219473,USA
2023-01-29,6,Product_6,381,9.86474135414353,5,3570.54313313225,USA
2023-01-29,7,Product_7,477,5.086427497618859,10,2183.603324727776,USA
2023-01-29,8,Product_8,250,21.26209512962211,0,5315.5237824055275,USA
2023-01-29,9,Product_9,371,49.046394660124136,10,16376.59117701545,USA
2023-01-29,10,Product_10,156,44.09687576186567,5,6535.156987908492,USA
2023-01-29,11,Product_11,439,22.85839871370268,15,8529.611480018155,USA
2023-01-29,12,Product_12,407,19.579340274856634,5,7570.351917273318,USA
2023-01-29,13,Product_13,429,18.588382425819113,5,7575.695257642578,USA
2023-01-29,14,Product_14,380,46.98249772125398,5,16960.681677372682,USA
2023-01-29,15,Product_15,108,13.011294646821101,10,1264.697839671011,USA
2023-01-29,16,Product_16,239,14.18022702102175,0,3389.074258024198,USA
2023-01-29,17,Product_17,220,43.193887872193336,10,8552.389798694281,USA
2023-01-29,18,Product_18,331,42.76975789957883,0,14156.789864760593,USA
2023-01-29,19,Product_19,219,28.298838739480072,5,5887.573399748829,USA
2023-01-29,20,Product_20,448,27.770344619985053,15,10574.947231290307,USA
2023-01-29,21,Product_21,208,10.810408742640053,0,2248.5650184691312,USA
2023-01-29,22,Product_22,188,32.99886790428074,10,5583.408449404302,USA
2023-01-29,23,Product_23,330,21.18408785461656,15,5942.136643219945,USA
2023-01-29,24,Product_24,131,11.867095308971539,10,1399.1305369277445,USA
2023-01-29,25,Product_25,76,26.55507379617809,10,1816.3670476585814,USA
2023-01-29,26,Product_26,98,47.16666541866048,15,3928.9832293744175,USA
2023-01-29,27,Product_27,343,6.896832039295323,5,2247.3327200043814,USA
2023-01-29,28,Product_28,233,9.755799215696209,0,2273.101217257217,USA
2023-01-29,29,Product_29,453,24.88505926377938,5,10709.285254167455,USA
2023-01-29,30,Product_30,256,37.70575666097698,10,8687.406334689096,USA
2023-01-29,31,Product_31,127,38.305100749642456,0,4864.747795204592,USA
2023-01-29,32,Product_32,182,34.648635206703666,0,6306.051607620067,USA
2023-01-29,33,Product_33,399,5.311817875790243,0,2119.415332440307,USA
2023-01-29,34,Product_34,52,44.651770911517374,0,2321.8920873989036,USA
2023-01-29,35,Product_35,88,33.365729888912796,0,2936.184230224326,USA
2023-01-29,36,Product_36,282,12.2537713408643,10,3110.0071663113595,USA
2023-01-29,37,Product_37,490,24.698439118610253,15,10286.899892901169,USA
2023-01-29,38,Product_38,287,29.35147912797566,5,8002.680784242564,USA
2023-01-29,39,Product_39,213,20.852113308527578,0,4441.500134716374,USA
2023-01-29,40,Product_40,317,24.44125234192325,10,6973.089293150703,USA
2023-01-29,41,Product_41,263,48.94176964385899,0,12871.685416334914,USA
2023-01-29,42,Product_42,471,14.187165136648124,10,6013.93930142514,USA
2023-01-29,43,Product_43,254,21.676050449839178,0,5505.716814259151,USA
2023-01-29,44,Product_44,249,15.62425562309672,0,3890.4396501510832,USA
2023-01-29,45,Product_45,285,22.162782733049376,5,6000.573424973118,USA
2023-01-29,46,Product_46,213,42.770819921955805,0,9110.184643376586,USA
2023-01-29,47,Product_47,51,16.496185807849884,15,715.1096547702924,USA
2023-01-29,48,Product_48,228,29.029985268049998,10,5956.95297700386,USA
2023-01-29,49,Product_49,446,9.67659006932312,15,3668.3952952803947,USA
2023-01-29,50,Product_50,483,32.249857408228436,0,15576.681128174334,USA
2023-02-05,1,Product_1,143,7.3168033893774185,0,1046.302884680971,USA
2023-02-05,2,Product_2,121,15.560741756850533,0,1882.8497525789144,USA
2023-02-05,3,Product_3,343,6.652419128734206,15,1939.5127969824578,USA
2023-02-05,4,Product_4,332,17.903072452048534,10,5349.438048672102,USA
2023-02-05,5,Product_5,220,29.622936189416464,15,5539.489067420878,USA
2023-02-05,6,Product_6,356,49.017067705094014,10,15705.068492712124,USA
2023-02-05,7,Product_7,78,44.365163946221166,5,3287.458648414988,USA
2023-02-05,8,Product_8,354,14.593594466457475,15,4391.212574957054,USA
2023-02-05,9,Product_9,122,7.425083894843262,15,769.9811998952462,USA
2023-02-05,10,Product_10,209,17.123093553088736,15,3041.9175697062137,USA
2023-02-05,11,Product_11,427,46.57203649888866,10,17897.633626522915,USA
2023-02-05,12,Product_12,361,35.82068757208914,5,12284.70480284797,USA
2023-02-05,13,Product_13,366,32.405729662750474,15,10081.422498081673,USA
2023-02-05,14,Product_14,100,44.545488099335216,5,4231.821369436845,USA
2023-02-05,15,Product_15,332,45.78015136122088,10,13679.109226732799,USA
2023-02-05,16,Product_16,474,9.539438241895033,5,4295.609040325333,USA
2023-02-05,17,Product_17,497,29.794742740087155,0,14807.987141823316,USA
2023-02-05,18,Product_18,427,31.539075488441817,5,12793.825971886423,USA
2023-02-05,19,Product_19,115,48.83164350418727,5,5334.857052832459,USA
2023-02-05,20,Product_20,210,6.518036976511535,10,1231.9089885606802,USA
2023-02-05,21,Product_21,388,30.63920574009277,10,10699.210644440396,USA
2023-02-05,22,Product_22,481,48.60420804972936,10,21040.76166472784,USA
2023-02-05,23,Product_23,495,35.55398775698768,15,14959.340348752567,USA
2023-02-05,24,Product_24,288,47.851605107350636,10,12403.136043825285,USA
2023-02-05,25,Product_25,400,15.535544741915603,0,6214.217896766241,USA
2023-02-05,26,Product_26,355,13.712853263294814,0,4868.062908469659,USA
2023-02-05,27,Product_27,292,43.535817520484485,0,12712.45871598147,USA
2023-02-05,28,Product_28,458,8.546420438493694,10,3522.8345047471007,USA
2023-02-05,29,Product_29,78,35.65363542455498,0,2780.9835631152882,USA
2023-02-05,30,Product_30,420,34.398261195051816,15,12280.1792466335,USA
2023-02-05,31,Product_31,55,48.15352426278206,0,2648.443834453013,USA
2023-02-05,32,Product_32,285,45.68897176351922,5,12370.289104972828,USA
2023-02-05,33,Product_33,475,6.113237477833291,5,2758.5984118722727,USA
2023-02-05,34,Product_34,299,43.61494492826968,0,13040.868533552633,USA
2023-02-05,35,Product_35,110,8.75659602213773,10,866.9030061916353,USA
2023-02-05,36,Product_36,168,39.464355514296976,5,6298.511140081797,USA
2023-02-05,37,Product_37,100,7.358946348471222,0,735.8946348471222,USA
2023-02-05,38,Product_38,397,15.300269664362231,0,6074.207056751806,USA
2023-02-05,39,Product_39,69,41.544527622438025,10,2579.9151653534013,USA
2023-02-05,40,Product_40,327,13.052410813389685,15,3627.9175855816625,USA
2023-02-05,41,Product_41,311,16.295673524321504,0,5067.954466063988,USA
2023-02-05,42,Product_42,101,36.50827880270869,10,3318.60254316622,USA
2023-02-05,43,Product_43,366,30.92133336420595,10,10185.48721016944,USA
2023-02-05,44,Product_44,373,5.428744677019894,10,1822.4295880755787,USA
2023-02-05,45,Product_45,379,8.58424589551219,5,3090.7577346791636,USA
2023-02-05,46,Product_46,327,47.09788932428275,5,14630.959318588435,USA
2023-02-05,47,Product_47,352,19.137155449897563,0,6736.278718363942,USA
2023-02-05,48,Product_48,104,33.44141224912137,5,3304.0115302131912,USA
2023-02-05,49,Product_49,152,34.79278856965064,5,5024.078669457553,USA
2023-02-05,50,Product_50,205,19.445141995755165,5,3786.9414036733183,USA
2023-02-12,1,Product_1,128,23.257921942111516,0,2977.014008590274,USA
2023-02-12,2,Product_2,175,17.4810692869295,15,2600.309056430763,USA
2023-02-12,3,Product_3,237,44.675018127765995,15,8999.78240183846,USA
2023-02-12,4,Product_4,132,36.12772226118965,0,4768.859338477034,USA
2023-02-12,5,Product_5,450,24.02330182709506,15,9188.912948863861,USA
2023-02-12,6,Product_6,428,30.768802881698317,10,11852.142870030191,USA
2023-02-12,7,Product_7,370,24.55487080728331,5,8631.037088760084,USA
2023-02-12,8,Product_8,240,27.48023920582695,15,5605.9687979886985,USA
2023-02-12,9,Product_9,66,22.92036076038857,0,1512.7438101856455,USA
2023-02-12,10,Product_10,379,18.586558309699974,5,6692.090319407475,USA
2023-02-12,11,Product_11,91,10.27731681496587,0,935.2358301618941,USA
2023-02-12,12,Product_12,261,22.841914523819582,5,5663.652706181066,USA
2023-02-12,13,Product_13,65,15.282749661842852,10,894.0408552178069,USA
2023-02-12,14,Product_14,278,29.66252012940613,0,8246.180595974904,USA
2023-02-12,15,Product_15,82,29.39478579267065,15,2048.8165697491445,USA
2023-02-12,16,Product_16,237,43.42498912269443,0,10291.72242207858,USA
2023-02-12,17,Product_17,77,21.94775126078968,5,1605.478004726765,USA
2023-02-12,18,Product_18,186,12.224308585350126,0,2273.7213968751234,USA
2023-02-12,19,Product_19,263,19.278773901015242,5,4816.801659168658,USA
2023-02-12,20,Product_20,403,27.08254483745926,0,10914.265569496081,USA
2023-02-12,21,Product_21,290,25.065920935145158,15,6178.749510513281,USA
2023-02-12,22,Product_22,107,27.984784068033257,5,2844.65330051558,USA
2023-02-12,23,Product_23,468,7.806101013547204,10,3287.9297469060825,USA
2023-02-12,24,Product_24,85,39.736554809911155,0,3377.6071588424484,USA
2023-02-12,25,Product_25,323,33.3653283567853,0,10777.001059241651,USA
2023-02-12,26,Product_26,334,44.05857152547958,5,13979.78474503467,USA
2023-02-12,27,Product_27,157,44.131110680902985,0,6928.584376901768,USA
2023-02-12,28,Product_28,214,44.96269483698635,15,8178.714190847817,USA
2023-02-12,29,Product_29,121,21.76577132589257,10,2370.2924973897007,USA
2023-02-12,30,Product_30,482,12.517979960501137,0,6033.666340961548,USA
2023-02-12,31,Product_31,224,18.736648777694562,5,3987.158859893402,USA
2023-02-12,32,Product_32,250,48.922481115825704,0,12230.620278956427,USA
2023-02-12,33,Product_33,140,30.496962870921152,0,4269.574801928961,USA
2023-02-12,34,Product_34,144,46.409694970985456,15,5680.54666444862,USA
2023-02-12,35,Product_35,214,8.245500732935415,5,1676.3102990057698,USA
2023-02-12,36,Product_36,359,33.162836483750475,15,10119.639553016457,USA
2023-02-12,37,Product_37,159,29.37953070579961,5,4437.778113111031,USA
2023-02-12,38,Product_38,211,7.480029454681933,15,1341.5432826972046,USA
2023-02-12,39,Product_39,167,44.89054201938684,10,6747.0484655138425,USA
2023-02-12,40,Product_40,168,7.299344067730106,10,1103.6608230407921,USA
2023-02-12,41,Product_41,431,18.087470878059023,15,6626.344956176923,USA
2023-02-12,42,Product_42,220,9.707254641285848,15,1815.2566179204537,USA
2023-02-12,43,Product_43,479,26.73988758139851,0,12808.406151489886,USA
2023-02-12,44,Product_44,369,14.481162156515952,0,5343.548835754386,USA
2023-02-12,45,Product_45,132,5.820280862838637,15,653.0355128104951,USA
2023-02-12,46,Product_46,123,18.353553788164263,5,2144.612760146994,USA
2023-02-12,47,Product_47,50,29.26361488807666,5,1390.0217071836412,USA
2023-02-12,48,Product_48,155,11.147377799421815,5,1641.4513809648622,USA
2023-02-12,49,Product_49,479,10.15529285599224,5,4621.166014119269,USA
2023-02-12,50,Product_50,362,37.01940495911451,5,12730.97336543948,USA
2023-02-19,1,Product_1,205,24.426419682649083,15,4256.303629701602,USA
2023-02-19,2,Product_2,272,45.12058610994713,15,10431.879508619777,USA
2023-02-19,3,Product_3,157,28.449316981522426,15,3796.5613511841675,USA
2023-02-19,4,Product_4,342,32.14927487337529,10,9895.546806024915,USA
2023-02-19,5,Product_5,107,7.619354921609089,10,733.7438789509553,USA
2023-02-19,6,Product_6,429,47.53776715242256,0,20393.70210838928,USA
2023-02-19,7,Product_7,223,16.996295300738783,5,3600.665159461511,USA
2023-02-19,8,Product_8,297,28.4274131303103,15,7176.500444746835,USA
2023-02-19,9,Product_9,218,23.256248670148032,10,4562.875989083044,USA
2023-02-19,10,Product_10,467,26.252608321561738,10,11033.971277552399,USA
2023-02-19,11,Product_11,469,20.561538172627987,5,9161.193332814399,USA
2023-02-19,12,Product_12,139,24.95983638353437,5,3295.9463944457134,USA
2023-02-19,13,Product_13,203,43.8276880172031,5,8452.169634117618,USA
2023-02-19,14,Product_14,450,42.4601056266657,10,17196.342778799608,USA
2023-02-19,15,Product_15,148,15.68495038192739,0,2321.3726565252537,USA
2023-02-19,16,Product_16,295,42.884812477562804,0,12651.019680881027,USA
2023-02-19,17,Product_17,244,19.855852255096156,10,4360.345155219116,USA
2023-02-19,18,Product_18,269,22.95358011803278,15,5248.336093988195,USA
2023-02-19,19,Product_19,381,25.389784799359013,5,9189.832608127994,USA
2023-02-19,20,Product_20,484,5.905155032065633,10,2572.28553196779,USA
2023-02-19,21,Product_21,62,17.199869325298085,0,1066.3918981684812,USA
2023-02-19,22,Product_22,219,45.48870510282362,15,8467.722454890616,USA
2023-02-19,23,Product_23,187,23.904066743942977,5,4246.55745706147,USA
